StudentId,EnrollmentYear,Education,Major
2453,2019,Undergraduate,Ecology
2454,2019,Undergraduate,Biotechnology
2455,2019,Undergraduate,Biological Science
2456,2019,Undergraduate,Biological Science
2457,2019,Undergraduate,Economics (National Development)
2459,2019,Undergraduate,Biological Science
2460,2019,Undergraduate,Biological Science
2461,2019,Undergraduate,Biological Science
2462,2019,Undergraduate,Economics
2464,2019,Undergraduate,Biotechnology
2465,2019,Undergraduate,Biological Science
2466,2019,Undergraduate,Biological Science
2467,2019,Undergraduate,Biotechnology
2468,2019,Undergraduate,Biological Science
2469,2019,Undergraduate,Biological Science
2470,2019,Undergraduate,Biotechnology
2471,2019,Undergraduate,Ecology
2472,2019,Undergraduate,Biological Science
2473,2019,Undergraduate,Economics
2474,2019,Undergraduate,Biotechnology
2476,2019,Undergraduate,Biological Science
2477,2019,Undergraduate,Ecology
2478,2019,Undergraduate,Biotechnology
2479,2019,Undergraduate,Biological Science
2480,2019,Undergraduate,Biological Science
2482,2019,Undergraduate,Biological Science
2483,2019,Undergraduate,Biological Science
2484,2019,Undergraduate,Biological Science
2773,2019,Undergraduate,Ecology
2774,2019,Undergraduate,Environmental Sciences
2775,2019,Undergraduate,Human Geography and Urban-Rural Planning
2776,2019,Undergraduate,Environmental Sciences
2778,2019,Undergraduate,Environmental Sciences
2779,2019,Undergraduate,Environmental Sciences
2781,2019,Undergraduate,Urban and Rural Planning
2783,2019,Undergraduate,Environmental Sciences
2784,2019,Undergraduate,Environmental Sciences
2786,2019,Undergraduate,Economics (National Development)
2788,2019,Undergraduate,Computer Science and Technology
2789,2019,Undergraduate,Ecology
2791,2019,Undergraduate,Physical Geography
2798,2019,Undergraduate,Environmental Sciences
2801,2019,Undergraduate,Environmental Sciences
2803,2019,Undergraduate,Intelligence Science and Technology
2804,2019,Undergraduate,Environmental Sciences
2805,2019,Undergraduate,Environmental Sciences
2808,2019,Undergraduate,Physical Geography
2809,2019,Undergraduate,Economics (National Development)
2812,2019,Undergraduate,Environmental Sciences
2817,2019,Undergraduate,Human Geography and Urban-Rural Planning
2831,2019,Undergraduate,Urban and Rural Planning
2834,2019,Undergraduate,Urban and Rural Planning
2835,2019,Undergraduate,Environmental Science and Engineering
2836,2019,Undergraduate,Economics
2837,2019,Undergraduate,Economics (National Development)
2838,2019,Undergraduate,Environmental Science and Engineering
2839,2019,Undergraduate,Environmental Science and Engineering
2840,2019,Undergraduate,Environmental Science and Engineering
2841,2019,Undergraduate,Environmental Science and Engineering
2842,2019,Undergraduate,Environmental Science and Engineering
2843,2019,Undergraduate,Environmental Science and Engineering
2844,2019,Undergraduate,Environmental Science and Engineering
2845,2019,Undergraduate,Environmental Science and Engineering
2846,2019,Undergraduate,Biological Science
2848,2019,Undergraduate,Environmental Science and Engineering
2849,2019,Undergraduate,Environmental Science and Engineering
2851,2019,Undergraduate,Environmental Science and Engineering
15,2015,Undergraduate,Mathematics and Applied Mathematics
16,2015,Undergraduate,Mathematics and Applied Mathematics
76,2016,Undergraduate,Mathematics and Applied Mathematics
81,2016,Undergraduate,Statistics
205,2016,Undergraduate,Economics (National Development)
387,2017,Undergraduate,Mathematics and Applied Mathematics
389,2017,Undergraduate,Information and Computing Science
391,2017,Undergraduate,Statistics
393,2017,Undergraduate,Mathematics and Applied Mathematics
395,2017,Undergraduate,Mathematics and Applied Mathematics
397,2017,Undergraduate,Mathematics and Applied Mathematics
398,2017,Undergraduate,Statistics
401,2017,Undergraduate,Mathematics and Applied Mathematics
410,2017,Undergraduate,Mathematics and Applied Mathematics
21,2015,Undergraduate,Biological Science
23,2015,Undergraduate,Biological Science
118,2016,Undergraduate,Biological Science
119,2016,Undergraduate,Biological Science
121,2016,Undergraduate,Biological Science
123,2016,Undergraduate,Biological Science
173,2016,Undergraduate,World History
220,2016,Undergraduate,Law
460,2017,Undergraduate,Biological Science
461,2017,Undergraduate,Biological Science
464,2017,Undergraduate,Biological Science
466,2017,Undergraduate,Biological Science
1095,2018,Undergraduate,Biological Science
1096,2018,Undergraduate,Biological Science
1100,2018,Undergraduate,Biological Science
1105,2018,Undergraduate,Ecology
1106,2018,Undergraduate,Biological Science
803,2017,Undergraduate,Marketing
805,2017,Undergraduate,Accounting
1473,2018,Undergraduate,Accounting
1477,2018,Undergraduate,Business Administration
1765,2018,Undergraduate,
2939,2019,Undergraduate,Computational and Applied Linguistics
3126,2019,Undergraduate,Business Administration
3129,2019,Undergraduate,Business Administration
3130,2019,Undergraduate,Business Administration
3134,2019,Undergraduate,Business Administration
3135,2019,Undergraduate,Business Administration
3136,2019,Undergraduate,Business Administration
3141,2019,Undergraduate,Business Administration
3144,2019,Undergraduate,Business Administration
3146,2019,Undergraduate,Business Administration
3148,2019,Undergraduate,Business Administration
3152,2019,Undergraduate,Business Administration
3153,2019,Undergraduate,Business Administration
3155,2019,Undergraduate,Business Administration
3156,2019,Undergraduate,Business Administration
3157,2019,Undergraduate,Business Administration
3158,2019,Undergraduate,Business Administration
3162,2019,Undergraduate,Business Administration
3164,2019,Undergraduate,Business Administration
3168,2019,Undergraduate,Business Administration
3170,2019,Undergraduate,Business Administration
3171,2019,Undergraduate,Business Administration
3173,2019,Undergraduate,Business Administration
3176,2019,Undergraduate,Business Administration
3177,2019,Undergraduate,Business Administration
3178,2019,Undergraduate,Business Administration
3180,2019,Undergraduate,Business Administration
3181,2019,Undergraduate,Business Administration
3183,2019,Undergraduate,Business Administration
3185,2019,Undergraduate,Business Administration
3186,2019,Undergraduate,Business Administration
3188,2019,Undergraduate,Business Administration
3189,2019,Undergraduate,Business Administration
3192,2019,Undergraduate,Business Administration
3193,2019,Undergraduate,Business Administration
3194,2019,Undergraduate,Business Administration
3195,2019,Undergraduate,Business Administration
3196,2019,Undergraduate,Business Administration
3198,2019,Undergraduate,Business Administration
3199,2019,Undergraduate,Business Administration
3200,2019,Undergraduate,Business Administration
3201,2019,Undergraduate,Business Administration
3203,2019,Undergraduate,Business Administration
3204,2019,Undergraduate,Business Administration
3206,2019,Undergraduate,Business Administration
3208,2019,Undergraduate,Business Administration
3211,2019,Undergraduate,Business Administration
3212,2019,Undergraduate,Business Administration
3213,2019,Undergraduate,Business Administration
3214,2019,Undergraduate,Business Administration
3215,2019,Undergraduate,Business Administration
3216,2019,Undergraduate,Business Administration
3218,2019,Undergraduate,Business Administration
3220,2019,Undergraduate,Business Administration
3221,2019,Undergraduate,Business Administration
3223,2019,Undergraduate,Business Administration
3225,2019,Undergraduate,Business Administration
3229,2019,Undergraduate,Business Administration
3230,2019,Undergraduate,Business Administration
3232,2019,Undergraduate,Business Administration
3234,2019,Undergraduate,Business Administration
3236,2019,Undergraduate,Business Administration
3238,2019,Undergraduate,Business Administration
3239,2019,Undergraduate,Business Administration
3240,2019,Undergraduate,Business Administration
3241,2019,Undergraduate,Business Administration
3242,2019,Undergraduate,Business Administration
3243,2019,Undergraduate,Business Administration
3244,2019,Undergraduate,Business Administration
3246,2019,Undergraduate,Business Administration
3247,2019,Undergraduate,Business Administration
3252,2019,Undergraduate,Business Administration
3253,2019,Undergraduate,Business Administration
3255,2019,Undergraduate,Business Administration
3256,2019,Undergraduate,Business Administration
3257,2019,Undergraduate,Business Administration
3260,2019,Undergraduate,Business Administration
3263,2019,Undergraduate,Business Administration
3264,2019,Undergraduate,Business Administration
3267,2019,Undergraduate,Business Administration
3268,2019,Undergraduate,Business Administration
3271,2019,Undergraduate,Business Administration
3274,2019,Undergraduate,Business Administration
3275,2019,Undergraduate,Business Administration
3278,2019,Undergraduate,Business Administration
3279,2019,Undergraduate,Business Administration
3282,2019,Undergraduate,Business Administration
3284,2019,Undergraduate,Business Administration
3286,2019,Undergraduate,Business Administration
3287,2019,Undergraduate,Business Administration
3288,2019,Undergraduate,Business Administration
3289,2019,Undergraduate,Business Administration
3290,2019,Undergraduate,Business Administration
3291,2019,Undergraduate,Business Administration
3292,2019,Undergraduate,Business Administration
3295,2019,Undergraduate,Business Administration
3296,2019,Undergraduate,Business Administration
3297,2019,Undergraduate,Business Administration
3298,2019,Undergraduate,Business Administration
3299,2019,Undergraduate,Business Administration
3301,2019,Undergraduate,Business Administration
3302,2019,Undergraduate,Business Administration
3304,2019,Undergraduate,Business Administration
3305,2019,Undergraduate,Business Administration
3307,2019,Undergraduate,Business Administration
3308,2019,Undergraduate,Business Administration
3309,2019,Undergraduate,Business Administration
3311,2019,Undergraduate,Business Administration
3312,2019,Undergraduate,Business Administration
3314,2019,Undergraduate,Business Administration
3316,2019,Undergraduate,Business Administration
3317,2019,Undergraduate,Business Administration
3638,2019,Undergraduate,Data Science and Big Data Technology
3645,2019,Undergraduate,Yuanpei Program
3678,2019,Undergraduate,Yuanpei Program
3833,2019,Undergraduate,Business Administration
3834,2019,Undergraduate,Business Administration
3837,2019,Undergraduate,Business Administration
3843,2019,Undergraduate,Business Administration
3844,2019,Undergraduate,Business Administration
3849,2019,Undergraduate,Business Administration
4,2014,Undergraduate,Geographical Information Science
5,2014,Undergraduate,Geology
6,2014,Undergraduate,Environmental Engineering
22,2015,Undergraduate,Biological Science
57,2015,Undergraduate,Space Science and Technology
126,2016,Undergraduate,Geographical Information Science
129,2016,Undergraduate,Geology
131,2016,Undergraduate,Geology
142,2016,Undergraduate,Environmental Sciences
266,2016,Undergraduate,Theory and History of Arts(Cultural Industry Management)
287,2016,Undergraduate,Finance
412,2017,Undergraduate,Energy and environmental systems engineering
472,2017,Undergraduate,Geographical Information Science
473,2017,Undergraduate,Geology
657,2017,Undergraduate,Information Management and Information Systems
1103,2018,Undergraduate,Biotechnology
1118,2018,Undergraduate,Geographical Information Science
1120,2018,Undergraduate,Geographical Information Science
1131,2018,Undergraduate,Geology
1132,2018,Undergraduate,Geology
1133,2018,Undergraduate,Geology
1134,2018,Undergraduate,Geology
1138,2018,Undergraduate,Geochemistry
1143,2018,Undergraduate,Space Science and Technology
1287,2018,Undergraduate,World History
1475,2018,Undergraduate,Accounting
1482,2018,Undergraduate,Marketing
1519,2018,Undergraduate,Information Management and Information Systems
1590,2018,Undergraduate,Integrated Science
1593,2018,Undergraduate,"Philosophy, Politics and Economics"
1763,2018,Undergraduate,Geographical Information Science
2226,2019,Undergraduate,Astronomy
2485,2019,Undergraduate,Geographical Information Science
2486,2019,Undergraduate,Geophysics
2487,2019,Undergraduate,Geographical Information Science
2488,2019,Undergraduate,Geographical Information Science
2489,2019,Undergraduate,Space Science and Technology
2490,2019,Undergraduate,Geographical Information Science
2491,2019,Undergraduate,Geophysics
2493,2019,Undergraduate,Geographical Information Science
2495,2019,Undergraduate,Physics
2496,2019,Undergraduate,Geographical Information Science
2498,2019,Undergraduate,Electronic Information Engineering
2499,2019,Undergraduate,Physics
3536,2019,Undergraduate,Law
3538,2019,Undergraduate,Economics (National Development)
3546,2019,Undergraduate,Yuanpei Program
3582,2019,Undergraduate,Integrated Science
3619,2019,Undergraduate,Psychology
3630,2019,Undergraduate,Integrated Science
3650,2019,Undergraduate,Economics (National Development)
3668,2019,Undergraduate,Risk Management and Insurance
3672,2019,Undergraduate,Integrated Science
3706,2019,Undergraduate,Russian Language and Literature
4566,2000,Undergraduate,
4567,2000,Undergraduate,
154,2016,Undergraduate,Environmental Sciences
156,2016,Undergraduate,Psychology
225,2016,Undergraduate,Law
233,2016,Undergraduate,Information Management and Information Systems
238,2016,Undergraduate,Sociology
281,2016,Undergraduate,Accounting
307,2016,Undergraduate,English Language and Literature
329,2016,Undergraduate,Arabic Language and Literature
330,2016,Undergraduate,Persian Language and Literature
332,2016,Undergraduate,Persian Language and Literature
345,2016,Undergraduate,Mongolian Language and Literature
349,2016,Undergraduate,Physics
381,2016,Undergraduate,
384,2016,Undergraduate,
385,2016,Undergraduate,
456,2017,Undergraduate,Chemistry
467,2017,Undergraduate,Geology
474,2017,Undergraduate,Geochemistry
613,2017,Undergraduate,Economics
624,2017,Undergraduate,International Economics and Trade
690,2017,Undergraduate,Economics
707,2017,Undergraduate,Finance
719,2017,Undergraduate,Biomedical Engineering
730,2017,Undergraduate,English Language and Literature
845,2017,Undergraduate,
847,2017,Undergraduate,
852,2017,Undergraduate,
1075,2018,Undergraduate,Chemical Biology
1129,2018,Undergraduate,Physics
1144,2018,Undergraduate,Electronic Information Engineering
1178,2018,Undergraduate,Intelligence Science and Technology
1186,2018,Undergraduate,Environmental Sciences
1189,2018,Undergraduate,Urban and Rural Planning
1191,2018,Undergraduate,Urban and Rural Planning
1247,2018,Undergraduate,Chinese Language and Literature
1323,2018,Undergraduate,Archaeology
1326,2018,Undergraduate,Economics
1496,2018,Undergraduate,Law
1527,2018,Undergraduate,Information Management and Information Systems
1575,2018,Undergraduate,International Economics and Trade
1645,2018,Undergraduate,German Language and Literature
1657,2018,Undergraduate,International Economics and Trade
1665,2018,Undergraduate,Arabic Language and Literature
1666,2018,Undergraduate,Arabic Language and Literature
1825,2018,Undergraduate,
2345,2019,Undergraduate,Chemistry
2352,2019,Undergraduate,Chemistry
2362,2019,Undergraduate,Chemistry
2364,2019,Undergraduate,Chemistry
2532,2019,Undergraduate,Computer Science and Technology
2570,2019,Undergraduate,Economics (National Development)
2813,2019,Undergraduate,Economics (National Development)
2818,2019,Undergraduate,Ecology
2819,2019,Undergraduate,Urban and Rural Planning
2823,2019,Undergraduate,Economics
2853,2019,Undergraduate,Data Science and Big Data Technology
2856,2019,Undergraduate,Intelligence Science and Technology
2860,2019,Undergraduate,Psychology
2872,2019,Undergraduate,Psychology
2875,2019,Undergraduate,Psychology
2877,2019,Undergraduate,Psychology
2878,2019,Undergraduate,Psychology
2880,2019,Undergraduate,Psychology
2883,2019,Undergraduate,Psychology
2885,2019,Undergraduate,Economics (National Development)
2886,2019,Undergraduate,Business Administration
2889,2019,Undergraduate,Psychology
2891,2019,Undergraduate,Psychology
2893,2019,Undergraduate,Psychology
2949,2019,Undergraduate,History
2952,2019,Undergraduate,Robotics Engineering
3496,2019,Undergraduate,Information Management and Information Systems
3524,2019,Undergraduate,Theory and History of Arts(Cultural Industry Management)
3539,2019,Undergraduate,Computational and Applied Linguistics
3576,2019,Undergraduate,Integrated Science
3580,2019,Undergraduate,Economics (National Development)
3585,2019,Undergraduate,Psychology
3587,2019,Undergraduate,Integrated Science
3590,2019,Undergraduate,Integrated Science
3620,2019,Undergraduate,Integrated Science
3621,2019,Undergraduate,Psychology
3624,2019,Undergraduate,Integrated Science
3663,2019,Undergraduate,Integrated Science
3679,2019,Undergraduate,Integrated Science
3680,2019,Undergraduate,Integrated Science
3692,2019,Undergraduate,Integrated Science
3707,2019,Undergraduate,German Language and Literature
3880,2019,Undergraduate,Psychology
4504,2019,Undergraduate,
4505,2019,Undergraduate,
4506,2019,Undergraduate,
4507,2019,Undergraduate,
4517,2019,Undergraduate,
4564,2000,Undergraduate,
4565,2000,Undergraduate,
25,2015,Undergraduate,Computer Science and Technology
26,2015,Undergraduate,Computer Science and Technology
124,2016,Undergraduate,Biological Science
138,2016,Undergraduate,Intelligence Science and Technology
295,2016,Undergraduate,Integrated Science
486,2017,Undergraduate,Microelectronics Science and Engineering
494,2017,Undergraduate,Intelligence Science and Technology
517,2017,Undergraduate,Environmental Sciences
608,2017,Undergraduate,Human Geography and Urban-Rural Planning
726,2017,Undergraduate,Data Science and Big Data Technology
1065,2018,Undergraduate,Electronic and Information Science and Technology
1099,2018,Undergraduate,Biotechnology
1128,2018,Undergraduate,Geophysics
1153,2018,Undergraduate,Electronic and Information Science and Technology
1190,2018,Undergraduate,Urban and Rural Planning
1325,2018,Undergraduate,Philosophy
1329,2018,Undergraduate,Philosophy
1584,2018,Undergraduate,Computer Science and Technology
1591,2018,Undergraduate,Data Science and Big Data Technology
1598,2018,Undergraduate,Computer Science and Technology
1768,2018,Undergraduate,Computer Science and Technology
2093,2019,Undergraduate,Physics
2131,2019,Undergraduate,Physics
2185,2019,Undergraduate,Physics
2242,2019,Undergraduate,Computer Science and Technology
2289,2019,Undergraduate,Business Administration
2292,2019,Undergraduate,Psychology
2424,2019,Undergraduate,Intelligence Science and Technology
2599,2019,Undergraduate,Electronic Information Engineering
2600,2019,Undergraduate,Microelectronics Science and Engineering
2601,2019,Undergraduate,Electronic Information Engineering
2602,2019,Undergraduate,Electronic Information Engineering
2603,2019,Undergraduate,Electronic and Information Science and Technology
2604,2019,Undergraduate,IC Design and Integrated System
2605,2019,Undergraduate,Electronic Information Engineering
2606,2019,Undergraduate,IC Design and Integrated System
2607,2019,Undergraduate,Microelectronics Science and Engineering
2609,2019,Undergraduate,Microelectronics Science and Engineering
2611,2019,Undergraduate,Microelectronics Science and Engineering
2612,2019,Undergraduate,Microelectronics Science and Engineering
2614,2019,Undergraduate,IC Design and Integrated System
2615,2019,Undergraduate,IC Design and Integrated System
2617,2019,Undergraduate,Computer Science and Technology
2618,2019,Undergraduate,Microelectronics Science and Engineering
2620,2019,Undergraduate,Electronic Information Engineering
2621,2019,Undergraduate,Computer Science and Technology
2622,2019,Undergraduate,Microelectronics Science and Engineering
2623,2019,Undergraduate,Microelectronics Science and Engineering
2624,2019,Undergraduate,IC Design and Integrated System
2625,2019,Undergraduate,Electronic Information Engineering
2626,2019,Undergraduate,Electronic Information Engineering
2627,2019,Undergraduate,Microelectronics Science and Engineering
2629,2019,Undergraduate,Electronic Information Engineering
2630,2019,Undergraduate,Microelectronics Science and Engineering
2632,2019,Undergraduate,Microelectronics Science and Engineering
2633,2019,Undergraduate,Microelectronics Science and Engineering
2634,2019,Undergraduate,Electronic Information Engineering
2635,2019,Undergraduate,IC Design and Integrated System
2636,2019,Undergraduate,Microelectronics Science and Engineering
2637,2019,Undergraduate,Electronic Information Engineering
2638,2019,Undergraduate,Electronic Information Engineering
2639,2019,Undergraduate,Electronic Information Engineering
2640,2019,Undergraduate,Electronic Information Engineering
2641,2019,Undergraduate,IC Design and Integrated System
2642,2019,Undergraduate,Electronic Information Engineering
2643,2019,Undergraduate,Electronic Information Engineering
2644,2019,Undergraduate,Electronic Information Engineering
2645,2019,Undergraduate,Electronic Information Engineering
2646,2019,Undergraduate,IC Design and Integrated System
2647,2019,Undergraduate,Electronic and Information Science and Technology
2648,2019,Undergraduate,Microelectronics Science and Engineering
2649,2019,Undergraduate,Microelectronics Science and Engineering
2650,2019,Undergraduate,Electronic Information Engineering
2651,2019,Undergraduate,Electronic and Information Science and Technology
2652,2019,Undergraduate,IC Design and Integrated System
2653,2019,Undergraduate,Computer Science and Technology
2654,2019,Undergraduate,IC Design and Integrated System
2655,2019,Undergraduate,Electronic Information Engineering
2656,2019,Undergraduate,Computer Science and Technology
2657,2019,Undergraduate,Electronic and Information Science and Technology
2658,2019,Undergraduate,IC Design and Integrated System
2659,2019,Undergraduate,Electronic Information Engineering
2661,2019,Undergraduate,Electronic Information Engineering
2662,2019,Undergraduate,Electronic and Information Science and Technology
2663,2019,Undergraduate,IC Design and Integrated System
